"relative_path","status","category","size_bytes","note"
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run_verify\review_report.json","active","json","3810","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run_verify\run_manifest.json","active","json","28494","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run_verify\sft_dataset.jsonl","active","misc","194109","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run_verify\spot_checks.jsonl","active","misc","17351","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run_verify\stress_test_pack.jsonl","active","misc","6545","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run2\category_manifest.json","active","json","615","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run2\how_dataset_could_still_fail.md","active","doc","379","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run2\identity_policy_sheet.md","active","doc","6438","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run2\language_manifest.json","active","json","643","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run2\multimodal_manifest.json","active","json","137","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run2\preference_dataset.jsonl","active","misc","0","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run2\review_report.json","active","json","3388","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run2\run_manifest.json","active","json","27387","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run2\sft_dataset.jsonl","active","misc","100403","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run2\spot_checks.jsonl","active","misc","16709","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\sample_run2\stress_test_pack.jsonl","active","misc","4010","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_bg\category_manifest.json","active","json","629","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_bg\how_dataset_could_still_fail.md","active","doc","379","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_bg\identity_policy_sheet.md","active","doc","6438","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_bg\language_manifest.json","active","json","664","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_bg\multimodal_manifest.json","active","json","144","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_bg\preference_dataset.jsonl","active","misc","4581844","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_bg\review_report.json","active","json","3951","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_bg\run_manifest.json","active","json","28458","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_bg\sft_dataset.jsonl","active","misc","9254697","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_bg\spot_checks.jsonl","active","misc","18956","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_bg\stress_test_pack.jsonl","active","misc","37586","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_small\identity_policy_sheet.md","active","doc","6438","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_small\run_manifest.json","active","json","28461","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_small2\identity_policy_sheet.md","active","doc","6438","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\identity_dataset_output\test_run_small2\run_manifest.json","active","json","28462","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_enforced_5000\identity_policy_sheet.md","active","doc","6438","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_enforced_5000\run_manifest.json","active","json","28448","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample\category_manifest.json","active","json","616","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample\how_dataset_could_still_fail.md","active","doc","379","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample\identity_policy_sheet.md","active","doc","6438","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample\language_manifest.json","active","json","641","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample\multimodal_manifest.json","active","json","140","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample\preference_dataset.jsonl","active","misc","382006","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample\review_report.json","active","json","3394","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample\run_manifest.json","active","json","28441","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample\sft_dataset.jsonl","active","misc","86048","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample\spot_checks.jsonl","active","misc","16791","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample\stress_test_pack.jsonl","active","misc","4330","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample_2200\category_manifest.json","active","json","621","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample_2200\how_dataset_could_still_fail.md","active","doc","379","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample_2200\identity_policy_sheet.md","active","doc","6438","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample_2200\language_manifest.json","active","json","645","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample_2200\multimodal_manifest.json","active","json","141","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample_2200\preference_dataset.jsonl","active","misc","702336","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample_2200\review_report.json","active","json","3416","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample_2200\run_manifest.json","active","json","28446","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample_2200\sft_dataset.jsonl","active","misc","125600","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample_2200\spot_checks.jsonl","active","misc","16377","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\audit_sample_2200\stress_test_pack.jsonl","active","misc","4472","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\cld3\.github\workflows\main.yml","active","yaml","4340","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\cld3\.gitignore","active","misc","7","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\cld3\CMakeLists.txt","active","text","2814","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\cld3\CONTRIBUTING.md","active","doc","1476","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\cld3\gcld3\__init__.py","active","misc","27","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\cld3\gcld3\pybind_ext.cc","active","misc","1950","Repository artifact reviewed during the PM audit."
